131	13947	0	1	2	3	4	5	6	7	49	#
132	13947	1	2	3	4	5	6	7	8	49	#
133	13947	2	3	4	5	6	7	8	9	49	#
134	13947	3	4	5	6	7	8	9	10	49	#
135	13947	4	5	6	7	8	9	10	11	49	#
136	13947	5	6	7	8	9	10	11	12	49	#
137	13947	6	7	8	9	10	11	12	13	49	#
138	13947	7	8	9	10	11	12	13	14	49	#
139	13947	8	9	10	11	12	13	14	15	49	#
140	13947	9	10	11	12	13	14	15	16	49	#
141	13947	10	11	12	13	14	15	16	17	49	#
142	10595	0	1	2	3	4	5	6	7	50	#
143	4427	0	1	2	51	#
144	4427	1	2	3	51	#
145	4427	2	3	4	51	#
146	4427	3	4	5	51	#
147	4427	4	5	6	51	#
148	4427	5	6	7	51	#
149	4427	6	7	8	51	#
150	4427	7	8	9	51	#
151	4427	8	9	10	51	#
152	4427	9	10	11	51	#
153	4427	10	11	12	51	#
154	4427	11	12	13	51	#
155	4427	12	13	14	51	#
156	4427	13	14	15	51	#
157	4427	14	15	16	51	#
158	4427	15	16	17	51	#
159	4427	16	17	18	51	#
160	4427	17	18	19	51	#
161	4427	18	19	20	51	#
162	4427	19	20	21	51	#
163	4427	20	21	22	51	#
164	4427	21	22	23	51	#
165	4427	22	23	24	51	#
166	4427	23	24	25	51	#
167	4427	24	25	26	51	#
168	4427	25	26	27	51	#
169	4427	26	27	28	51	#
170	4427	27	28	29	51	#
171	4427	28	29	30	51	#
172	4427	29	30	31	51	#
173	4427	30	31	32	51	#
174	4427	31	32	33	51	#
175	4427	32	33	34	51	#
176	4427	33	34	35	51	#
177	4427	34	35	36	51	#
178	3007	0	1	52	#
179	3007	1	2	52	#
180	3007	2	3	52	#
181	3007	3	4	52	#
182	3007	4	5	52	#
183	3007	5	6	52	#
184	3007	6	7	52	#
185	3007	7	8	52	#
186	3007	8	9	52	#
187	3007	9	10	52	#
188	3007	10	11	52	#
189	1272	11	12	52	#
190	1272	12	13	52	#
191	1272	13	14	52	#
192	1272	14	15	52	#
193	1272	15	16	52	#
194	1272	16	17	52	#
195	1272	17	18	52	#
196	1272	18	19	52	#
197	1272	19	20	52	#
198	1272	20	21	52	#
199	1272	21	22	52	#
200	1272	22	23	52	#
201	1272	23	24	52	#
202	1272	24	25	52	#
203	1272	25	26	52	#
204	12106	0	1	2	3	4	5	6	7	8	53	#
205	12106	1	2	3	4	5	6	7	8	9	53	#
206	12106	2	3	4	5	6	7	8	9	10	53	#
207	12106	3	4	5	6	7	8	9	10	11	53	#
208	12106	4	5	6	7	8	9	10	11	12	53	#
209	12106	5	6	7	8	9	10	11	12	13	53	#
210	12106	6	7	8	9	10	11	12	13	14	53	#
211	12106	7	8	9	10	11	12	13	14	15	53	#
212	12106	8	9	10	11	12	13	14	15	16	53	#
213	12106	9	10	11	12	13	14	15	16	17	53	#
214	12106	10	11	12	13	14	15	16	17	18	53	#
215	12106	11	12	13	14	15	16	17	18	19	53	#
216	12106	12	13	14	15	16	17	18	19	20	53	#
217	12106	13	14	15	16	17	18	19	20	21	53	#
218	12106	14	15	16	17	18	19	20	21	22	53	#
219	12106	15	16	17	18	19	20	21	22	23	53	#
220	12106	16	17	18	19	20	21	22	23	24	53	#
221	12106	17	18	19	20	21	22	23	24	25	53	#
222	12106	18	19	20	21	22	23	24	25	26	53	#
223	12106	19	20	21	22	23	24	25	26	27	53	#
224	12106	20	21	22	23	24	25	26	27	28	53	#
225	12106	21	22	23	24	25	26	27	28	29	53	#
226	12106	22	23	24	25	26	27	28	29	30	53	#
227	12106	23	24	25	26	27	28	29	30	31	53	#
228	12106	24	25	26	27	28	29	30	31	32	53	#
229	12106	25	26	27	28	29	30	31	32	33	53	#
230	12106	26	27	28	29	30	31	32	33	34	53	#
231	21059	0	1	2	3	4	5	6	7	8	9	54	#
232	21059	1	2	3	4	5	6	7	8	9	10	54	#
233	21059	2	3	4	5	6	7	8	9	10	11	54	#
234	21059	3	4	5	6	7	8	9	10	11	12	54	#
235	21059	4	5	6	7	8	9	10	11	12	13	54	#
236	21059	5	6	7	8	9	10	11	12	13	14	54	#
237	21059	6	7	8	9	10	11	12	13	14	15	54	#
238	21059	7	8	9	10	11	12	13	14	15	16	54	#
239	21059	8	9	10	11	12	13	14	15	16	17	54	#
240	21059	9	10	11	12	13	14	15	16	17	18	54	#
241	21059	10	11	12	13	14	15	16	17	18	19	54	#
242	21059	11	12	13	14	15	16	17	18	19	20	54	#
243	21059	12	13	14	15	16	17	18	19	20	21	54	#
244	14741	13	14	15	16	17	18	19	20	21	22	54	#
245	14741	14	15	16	17	18	19	20	21	22	23	54	#
246	14741	15	16	17	18	19	20	21	22	23	24	54	#
247	14741	16	17	18	19	20	21	22	23	24	25	54	#
248	14741	17	18	19	20	21	22	23	24	25	26	54	#
249	14741	18	19	20	21	22	23	24	25	26	27	54	#
250	14741	19	20	21	22	23	24	25	26	27	28	54	#
251	14741	20	21	22	23	24	25	26	27	28	29	54	#
252	14741	21	22	23	24	25	26	27	28	29	30	54	#
253	11056	22	23	24	25	26	27	28	29	30	31	54	#
254	11056	23	24	25	26	27	28	29	30	31	32	54	#
255	11056	24	25	26	27	28	29	30	31	32	33	54	#
256	11056	25	26	27	28	29	30	31	32	33	34	54	#
257	11056	26	27	28	29	30	31	32	33	34	35	54	#
258	11056	27	28	29	30	31	32	33	34	35	36	54	#
259	11056	28	29	30	31	32	33	34	35	36	37	54	#
260	11056	29	30	31	32	33	34	35	36	37	38	54	#
261	11056	30	31	32	33	34	35	36	37	38	39	54	#
262	11056	31	32	33	34	35	36	37	38	39	40	54	#
263	5369	0	1	2	3	55	#
264	5369	1	2	3	4	55	#
265	5369	2	3	4	5	55	#
266	5369	3	4	5	6	55	#
267	5369	4	5	6	7	55	#
268	5369	5	6	7	8	55	#
269	5369	6	7	8	9	55	#
270	5369	7	8	9	10	55	#
271	5369	8	9	10	11	55	#
272	5369	9	10	11	12	55	#
273	5369	10	11	12	13	55	#
274	5369	11	12	13	14	55	#
275	5369	12	13	14	15	55	#
276	5369	13	14	15	16	55	#
277	5369	14	15	16	17	55	#
278	5369	15	16	17	18	55	#
279	5369	16	17	18	19	55	#
280	5369	17	18	19	20	55	#
281	4669	18	19	20	21	55	#
282	4669	19	20	21	22	55	#
283	4669	20	21	22	23	55	#
284	3703	21	22	23	24	55	#
285	3703	22	23	24	25	55	#
286	3703	23	24	25	26	55	#
287	3703	24	25	26	27	55	#
288	3703	25	26	27	28	55	#
289	3703	26	27	28	29	55	#
290	3254	27	28	29	30	55	#
291	3254	28	29	30	31	55	#
292	3254	29	30	31	32	55	#
293	3254	30	31	32	33	55	#
294	2983	31	32	33	34	55	#
295	2983	32	33	34	35	55	#
296	2983	33	34	35	36	55	#
297	2619	34	35	36	37	55	#
298	2619	35	36	37	38	55	#
299	2619	36	37	38	39	55	#
300	2619	37	38	39	40	55	#
301	2619	38	39	40	41	55	#
302	2557	39	40	41	42	55	#
303	2497	40	41	42	43	55	#
304	2440	41	42	43	44	55	#
305	8113	0	1	2	3	4	5	56	#
306	8113	1	2	3	4	5	6	56	#
307	3245	2	3	4	5	6	7	56	#
308	3245	3	4	5	6	7	8	56	#
309	3245	4	5	6	7	8	9	56	#
310	3245	5	6	7	8	9	10	56	#
311	3245	6	7	8	9	10	11	56	#
312	3245	7	8	9	10	11	12	56	#
313	3245	8	9	10	11	12	13	56	#
314	3245	9	10	11	12	13	14	56	#
315	3245	10	11	12	13	14	15	56	#
316	1316	11	12	13	14	15	16	56	#
317	1316	12	13	14	15	16	17	56	#
318	1316	13	14	15	16	17	18	56	#
319	1316	14	15	16	17	18	19	56	#
320	1316	15	16	17	18	19	20	56	#
321	1316	16	17	18	19	20	21	56	#
322	1316	17	18	19	20	21	22	56	#
323	1316	18	19	20	21	22	23	56	#
324	1316	19	20	21	22	23	24	56	#
325	1316	20	21	22	23	24	25	56	#
326	1316	21	22	23	24	25	26	56	#
327	1316	22	23	24	25	26	27	56	#
328	1316	23	24	25	26	27	28	56	#
329	1316	24	25	26	27	28	29	56	#
330	1316	25	26	27	28	29	30	56	#
331	1316	26	27	28	29	30	31	56	#
332	1316	27	28	29	30	31	32	56	#
333	1316	28	29	30	31	32	33	56	#
334	1316	29	30	31	32	33	34	56	#
335	1316	30	31	32	33	34	35	56	#
336	1316	31	32	33	34	35	36	56	#
337	1316	32	33	34	35	36	37	56	#
338	1262	0	57	#
339	1262	1	57	#
340	1262	2	57	#
341	1262	3	57	#
342	1262	4	57	#
343	1262	5	57	#
344	1262	6	57	#
345	1262	7	57	#
346	1262	8	57	#
347	1262	9	57	#
348	1262	10	57	#
349	1262	11	57	#
350	1262	12	57	#
351	1262	13	57	#
352	1262	14	57	#
353	1262	15	57	#
354	1262	16	57	#
355	1262	17	57	#
356	1262	18	57	#
357	1262	19	57	#
358	1262	20	57	#
359	1262	21	57	#
360	1262	22	57	#
361	1262	23	57	#
362	1262	24	57	#
363	1262	25	57	#
364	1262	26	57	#
365	1262	27	57	#
366	1262	28	57	#
367	1262	29	57	#
368	1262	30	57	#
369	1262	31	57	#
370	1262	32	57	#
371	1262	33	57	#
372	1262	34	57	#
373	1262	35	57	#
374	1262	36	57	#
375	1262	37	57	#
376	1262	38	57	#
377	1262	39	57	#
378	1262	40	57	#
379	1262	41	57	#
380	1262	42	57	#
381	1262	43	57	#
382	1262	44	57	#
383	13721	0	1	2	3	4	5	6	7	8	58	#
384	13721	1	2	3	4	5	6	7	8	9	58	#
385	13721	2	3	4	5	6	7	8	9	10	58	#
386	13721	3	4	5	6	7	8	9	10	11	58	#
387	13721	4	5	6	7	8	9	10	11	12	58	#
388	13721	5	6	7	8	9	10	11	12	13	58	#
389	13721	6	7	8	9	10	11	12	13	14	58	#
390	13721	7	8	9	10	11	12	13	14	15	58	#
391	13721	8	9	10	11	12	13	14	15	16	58	#
392	13721	9	10	11	12	13	14	15	16	17	58	#
393	13721	10	11	12	13	14	15	16	17	18	58	#
394	13721	11	12	13	14	15	16	17	18	19	58	#
395	13721	12	13	14	15	16	17	18	19	20	58	#
396	13721	13	14	15	16	17	18	19	20	21	58	#
397	13721	14	15	16	17	18	19	20	21	22	58	#
398	13721	15	16	17	18	19	20	21	22	23	58	#
399	13721	16	17	18	19	20	21	22	23	24	58	#
400	13721	17	18	19	20	21	22	23	24	25	58	#
401	13721	18	19	20	21	22	23	24	25	26	58	#
402	13721	19	20	21	22	23	24	25	26	27	58	#
403	13721	20	21	22	23	24	25	26	27	28	58	#
404	13721	21	22	23	24	25	26	27	28	29	58	#
405	13721	22	23	24	25	26	27	28	29	30	58	#
406	13721	23	24	25	26	27	28	29	30	31	58	#
407	13721	24	25	26	27	28	29	30	31	32	58	#
408	13721	25	26	27	28	29	30	31	32	33	58	#
409	13721	26	27	28	29	30	31	32	33	34	58	#
410	13721	27	28	29	30	31	32	33	34	35	58	#
411	13721	28	29	30	31	32	33	34	35	36	58	#
412	13721	29	30	31	32	33	34	35	36	37	58	#
413	13721	30	31	32	33	34	35	36	37	38	58	#
414	13721	31	32	33	34	35	36	37	38	39	58	#
415	13721	32	33	34	35	36	37	38	39	40	58	#
416	13721	33	34	35	36	37	38	39	40	41	58	#
417	13721	34	35	36	37	38	39	40	41	42	58	#
418	13721	35	36	37	38	39	40	41	42	43	58	#
419	1656	0	1	59	#
420	1656	1	2	59	#
421	1656	2	3	59	#
422	1656	3	4	59	#
423	1656	4	5	59	#
424	1656	5	6	59	#
425	1656	6	7	59	#
426	1656	7	8	59	#
427	1656	8	9	59	#
428	1656	9	10	59	#
429	1656	10	11	59	#
430	1656	11	12	59	#
431	537	12	13	59	#
432	537	13	14	59	#
433	537	14	15	59	#
434	537	15	16	59	#
435	537	16	17	59	#
436	537	17	18	59	#
437	537	18	19	59	#
438	537	19	20	59	#
439	537	20	21	59	#
440	537	21	22	59	#
441	537	22	23	59	#
442	537	23	24	59	#
443	537	24	25	59	#
444	537	25	26	59	#
445	537	26	27	59	#
446	537	27	28	59	#
447	537	28	29	59	#
448	537	29	30	59	#
449	537	30	31	59	#
450	537	31	32	59	#
451	537	32	33	59	#
452	537	33	34	59	#
453	537	34	35	59	#
454	537	35	36	59	#
455	537	36	37	59	#
