142	12841	4	5	6	7	8	9	10	58	#
143	12841	5	6	7	8	9	10	11	58	#
144	12841	6	7	8	9	10	11	12	58	#
145	12841	7	8	9	10	11	12	13	58	#
146	12841	8	9	10	11	12	13	14	58	#
147	12841	9	10	11	12	13	14	15	58	#
148	12841	10	11	12	13	14	15	16	58	#
149	12841	11	12	13	14	15	16	17	58	#
150	12841	12	13	14	15	16	17	18	58	#
151	12841	13	14	15	16	17	18	19	58	#
152	12841	14	15	16	17	18	19	20	58	#
153	12841	15	16	17	18	19	20	21	58	#
154	12841	16	17	18	19	20	21	22	58	#
155	12841	17	18	19	20	21	22	23	58	#
156	12841	18	19	20	21	22	23	24	58	#
157	12841	19	20	21	22	23	24	25	58	#
158	12841	20	21	22	23	24	25	26	58	#
159	12841	21	22	23	24	25	26	27	58	#
160	12841	22	23	24	25	26	27	28	58	#
161	12841	23	24	25	26	27	28	29	58	#
162	12841	24	25	26	27	28	29	30	58	#
163	12841	25	26	27	28	29	30	31	58	#
164	12841	26	27	28	29	30	31	32	58	#
165	12841	27	28	29	30	31	32	33	58	#
166	12841	28	29	30	31	32	33	34	58	#
167	12841	29	30	31	32	33	34	35	58	#
168	12841	30	31	32	33	34	35	36	58	#
169	12841	31	32	33	34	35	36	37	58	#
170	12841	32	33	34	35	36	37	38	58	#
171	12841	33	34	35	36	37	38	39	58	#
172	12841	34	35	36	37	38	39	40	58	#
173	12841	35	36	37	38	39	40	41	58	#
174	12841	36	37	38	39	40	41	42	58	#
175	12841	37	38	39	40	41	42	43	58	#
176	12841	38	39	40	41	42	43	44	58	#
177	12841	39	40	41	42	43	44	45	58	#
178	12841	40	41	42	43	44	45	46	58	#
179	12841	41	42	43	44	45	46	47	58	#
180	12841	42	43	44	45	46	47	48	58	#
181	12841	43	44	45	46	47	48	49	58	#
182	12841	44	45	46	47	48	49	50	58	#
183	12114	45	46	47	48	49	50	51	58	#
184	12114	46	47	48	49	50	51	52	58	#
185	12114	47	48	49	50	51	52	53	58	#
186	11890	48	49	50	51	52	53	54	58	#
187	21133	0	1	2	3	4	5	6	7	8	9	59	#
188	21133	1	2	3	4	5	6	7	8	9	10	59	#
189	21133	2	3	4	5	6	7	8	9	10	11	59	#
190	21133	3	4	5	6	7	8	9	10	11	12	59	#
191	21133	4	5	6	7	8	9	10	11	12	13	59	#
192	21133	5	6	7	8	9	10	11	12	13	14	59	#
193	21133	6	7	8	9	10	11	12	13	14	15	59	#
194	21133	7	8	9	10	11	12	13	14	15	16	59	#
195	21133	8	9	10	11	12	13	14	15	16	17	59	#
196	21133	9	10	11	12	13	14	15	16	17	18	59	#
197	21133	10	11	12	13	14	15	16	17	18	19	59	#
198	21133	11	12	13	14	15	16	17	18	19	20	59	#
199	3023	0	1	2	60	#
200	3023	1	2	3	60	#
201	3023	2	3	4	60	#
202	3023	3	4	5	60	#
203	3023	4	5	6	60	#
204	3023	5	6	7	60	#
205	3023	6	7	8	60	#
206	3023	7	8	9	60	#
207	3023	8	9	10	60	#
208	3023	9	10	11	60	#
209	3023	10	11	12	60	#
210	3023	11	12	13	60	#
211	3023	12	13	14	60	#
212	3023	13	14	15	60	#
213	3023	14	15	16	60	#
214	3023	15	16	17	60	#
215	3023	16	17	18	60	#
216	3023	17	18	19	60	#
217	3023	18	19	20	60	#
218	3023	19	20	21	60	#
219	3023	20	21	22	60	#
220	3023	21	22	23	60	#
221	3023	22	23	24	60	#
222	3023	23	24	25	60	#
223	3023	24	25	26	60	#
224	3023	25	26	27	60	#
225	3023	26	27	28	60	#
226	3023	27	28	29	60	#
227	3023	28	29	30	60	#
228	3023	29	30	31	60	#
229	3023	30	31	32	60	#
230	2250	31	32	33	60	#
231	2250	32	33	34	60	#
232	2250	33	34	35	60	#
233	2250	34	35	36	60	#
234	2250	35	36	37	60	#
235	2250	36	37	38	60	#
236	2250	37	38	39	60	#
237	2250	38	39	40	60	#
238	2250	39	40	41	60	#
239	2250	40	41	42	60	#
240	2250	41	42	43	60	#
241	1875	0	1	2	61	#
242	1875	1	2	3	61	#
243	1875	2	3	4	61	#
244	1875	3	4	5	61	#
245	1875	4	5	6	61	#
246	1875	5	6	7	61	#
247	1875	6	7	8	61	#
248	1875	7	8	9	61	#
249	1875	8	9	10	61	#
250	1875	9	10	11	61	#
251	1875	10	11	12	61	#
252	1875	11	12	13	61	#
253	1875	12	13	14	61	#
254	1875	13	14	15	61	#
255	1875	14	15	16	61	#
256	1875	15	16	17	61	#
257	1875	16	17	18	61	#
258	1875	17	18	19	61	#
259	1875	18	19	20	61	#
260	1875	19	20	21	61	#
261	1875	20	21	22	61	#
262	1875	21	22	23	61	#
263	1875	22	23	24	61	#
264	1875	23	24	25	61	#
265	1875	24	25	26	61	#
266	1875	25	26	27	61	#
267	1875	26	27	28	61	#
268	1875	27	28	29	61	#
269	1875	28	29	30	61	#
270	1875	29	30	31	61	#
271	1875	30	31	32	61	#
272	1875	31	32	33	61	#
273	1875	32	33	34	61	#
274	1875	33	34	35	61	#
275	1875	34	35	36	61	#
276	1875	35	36	37	61	#
277	1875	36	37	38	61	#
278	1875	37	38	39	61	#
279	1875	38	39	40	61	#
280	1875	39	40	41	61	#
281	1875	40	41	42	61	#
282	1875	41	42	43	61	#
283	1875	42	43	44	61	#
284	1875	43	44	45	61	#
285	1875	44	45	46	61	#
286	1875	45	46	47	61	#
287	1875	46	47	48	61	#
288	1875	47	48	49	61	#
289	1875	48	49	50	61	#
290	1875	49	50	51	61	#
291	1875	50	51	52	61	#
292	1875	51	52	53	61	#
293	1875	52	53	54	61	#
294	6408	0	1	2	3	4	5	6	7	62	#
295	997	1	2	3	4	5	6	7	8	62	#
296	997	2	3	4	5	6	7	8	9	62	#
297	997	3	4	5	6	7	8	9	10	62	#
298	997	4	5	6	7	8	9	10	11	62	#
299	997	5	6	7	8	9	10	11	12	62	#
300	997	6	7	8	9	10	11	12	13	62	#
301	997	7	8	9	10	11	12	13	14	62	#
302	997	8	9	10	11	12	13	14	15	62	#
303	997	9	10	11	12	13	14	15	16	62	#
304	997	10	11	12	13	14	15	16	17	62	#
305	997	11	12	13	14	15	16	17	18	62	#
306	997	12	13	14	15	16	17	18	19	62	#
307	997	13	14	15	16	17	18	19	20	62	#
308	997	14	15	16	17	18	19	20	21	62	#
309	997	15	16	17	18	19	20	21	22	62	#
310	997	16	17	18	19	20	21	22	23	62	#
311	997	17	18	19	20	21	22	23	24	62	#
312	997	18	19	20	21	22	23	24	25	62	#
313	997	19	20	21	22	23	24	25	26	62	#
314	997	20	21	22	23	24	25	26	27	62	#
315	997	21	22	23	24	25	26	27	28	62	#
316	997	22	23	24	25	26	27	28	29	62	#
317	997	23	24	25	26	27	28	29	30	62	#
318	997	24	25	26	27	28	29	30	31	62	#
319	997	25	26	27	28	29	30	31	32	62	#
320	997	26	27	28	29	30	31	32	33	62	#
321	997	27	28	29	30	31	32	33	34	62	#
322	997	28	29	30	31	32	33	34	35	62	#
323	997	29	30	31	32	33	34	35	36	62	#
324	997	30	31	32	33	34	35	36	37	62	#
325	997	31	32	33	34	35	36	37	38	62	#
326	997	32	33	34	35	36	37	38	39	62	#
327	997	33	34	35	36	37	38	39	40	62	#
328	997	34	35	36	37	38	39	40	41	62	#
329	997	35	36	37	38	39	40	41	42	62	#
330	997	36	37	38	39	40	41	42	43	62	#
331	997	37	38	39	40	41	42	43	44	62	#
332	997	38	39	40	41	42	43	44	45	62	#
333	17417	0	1	2	3	4	5	6	7	8	9	63	#
334	17417	1	2	3	4	5	6	7	8	9	10	63	#
335	17417	2	3	4	5	6	7	8	9	10	11	63	#
336	17417	3	4	5	6	7	8	9	10	11	12	63	#
337	17417	4	5	6	7	8	9	10	11	12	13	63	#
338	17417	5	6	7	8	9	10	11	12	13	14	63	#
339	17417	6	7	8	9	10	11	12	13	14	15	63	#
340	17417	7	8	9	10	11	12	13	14	15	16	63	#
341	17417	8	9	10	11	12	13	14	15	16	17	63	#
342	17417	9	10	11	12	13	14	15	16	17	18	63	#
343	17417	10	11	12	13	14	15	16	17	18	19	63	#
344	17417	11	12	13	14	15	16	17	18	19	20	63	#
345	17417	12	13	14	15	16	17	18	19	20	21	63	#
346	17417	13	14	15	16	17	18	19	20	21	22	63	#
347	13213	14	15	16	17	18	19	20	21	22	23	63	#
348	13213	15	16	17	18	19	20	21	22	23	24	63	#
349	13213	16	17	18	19	20	21	22	23	24	25	63	#
350	13213	17	18	19	20	21	22	23	24	25	26	63	#
351	13213	18	19	20	21	22	23	24	25	26	27	63	#
352	13213	19	20	21	22	23	24	25	26	27	28	63	#
353	13213	20	21	22	23	24	25	26	27	28	29	63	#
354	7096	21	22	23	24	25	26	27	28	29	30	63	#
355	7096	22	23	24	25	26	27	28	29	30	31	63	#
356	7096	23	24	25	26	27	28	29	30	31	32	63	#
357	7096	24	25	26	27	28	29	30	31	32	33	63	#
358	7096	25	26	27	28	29	30	31	32	33	34	63	#
359	7096	26	27	28	29	30	31	32	33	34	35	63	#
360	7096	27	28	29	30	31	32	33	34	35	36	63	#
361	7096	28	29	30	31	32	33	34	35	36	37	63	#
362	7096	29	30	31	32	33	34	35	36	37	38	63	#
363	7096	30	31	32	33	34	35	36	37	38	39	63	#
364	7096	31	32	33	34	35	36	37	38	39	40	63	#
365	7096	32	33	34	35	36	37	38	39	40	41	63	#
366	7096	33	34	35	36	37	38	39	40	41	42	63	#
367	7096	34	35	36	37	38	39	40	41	42	43	63	#
368	7096	35	36	37	38	39	40	41	42	43	44	63	#
369	7096	36	37	38	39	40	41	42	43	44	45	63	#
370	7096	37	38	39	40	41	42	43	44	45	46	63	#
371	7096	38	39	40	41	42	43	44	45	46	47	63	#
372	7096	39	40	41	42	43	44	45	46	47	48	63	#
373	7096	40	41	42	43	44	45	46	47	48	49	63	#
374	7096	41	42	43	44	45	46	47	48	49	50	63	#
375	7096	42	43	44	45	46	47	48	49	50	51	63	#
376	7096	43	44	45	46	47	48	49	50	51	52	63	#
377	7096	44	45	46	47	48	49	50	51	52	53	63	#
378	7096	45	46	47	48	49	50	51	52	53	54	63	#
379	13841	0	1	2	3	4	5	6	7	64	#
380	13841	1	2	3	4	5	6	7	8	64	#
381	13841	2	3	4	5	6	7	8	9	64	#
382	13841	3	4	5	6	7	8	9	10	64	#
383	13841	4	5	6	7	8	9	10	11	64	#
384	13841	5	6	7	8	9	10	11	12	64	#
385	13841	6	7	8	9	10	11	12	13	64	#
386	13841	7	8	9	10	11	12	13	14	64	#
387	13841	8	9	10	11	12	13	14	15	64	#
388	13841	9	10	11	12	13	14	15	16	64	#
389	13841	10	11	12	13	14	15	16	17	64	#
390	13841	11	12	13	14	15	16	17	18	64	#
391	17044	0	1	2	3	4	5	6	7	8	65	#
392	17044	1	2	3	4	5	6	7	8	9	65	#
393	17044	2	3	4	5	6	7	8	9	10	65	#
394	17044	3	4	5	6	7	8	9	10	11	65	#
395	17044	4	5	6	7	8	9	10	11	12	65	#
396	17044	5	6	7	8	9	10	11	12	13	65	#
397	17044	6	7	8	9	10	11	12	13	14	65	#
398	17044	7	8	9	10	11	12	13	14	15	65	#
399	17044	8	9	10	11	12	13	14	15	16	65	#
400	17044	9	10	11	12	13	14	15	16	17	65	#
401	17044	10	11	12	13	14	15	16	17	18	65	#
402	17044	11	12	13	14	15	16	17	18	19	65	#
403	17044	12	13	14	15	16	17	18	19	20	65	#
404	17044	13	14	15	16	17	18	19	20	21	65	#
405	17044	14	15	16	17	18	19	20	21	22	65	#
406	17044	15	16	17	18	19	20	21	22	23	65	#
407	17044	16	17	18	19	20	21	22	23	24	65	#
408	17044	17	18	19	20	21	22	23	24	25	65	#
409	17044	18	19	20	21	22	23	24	25	26	65	#
410	17044	19	20	21	22	23	24	25	26	27	65	#
411	17044	20	21	22	23	24	25	26	27	28	65	#
412	17044	21	22	23	24	25	26	27	28	29	65	#
413	13730	22	23	24	25	26	27	28	29	30	65	#
414	13730	23	24	25	26	27	28	29	30	31	65	#
415	13730	24	25	26	27	28	29	30	31	32	65	#
416	13730	25	26	27	28	29	30	31	32	33	65	#
417	13730	26	27	28	29	30	31	32	33	34	65	#
418	13730	27	28	29	30	31	32	33	34	35	65	#
419	13730	28	29	30	31	32	33	34	35	36	65	#
420	13359	29	30	31	32	33	34	35	36	37	65	#
421	9326	30	31	32	33	34	35	36	37	38	65	#
422	9326	31	32	33	34	35	36	37	38	39	65	#
423	9326	32	33	34	35	36	37	38	39	40	65	#
424	9326	33	34	35	36	37	38	39	40	41	65	#
425	9326	34	35	36	37	38	39	40	41	42	65	#
426	9326	35	36	37	38	39	40	41	42	43	65	#
427	9326	36	37	38	39	40	41	42	43	44	65	#
428	9326	37	38	39	40	41	42	43	44	45	65	#
429	9326	38	39	40	41	42	43	44	45	46	65	#
430	9326	39	40	41	42	43	44	45	46	47	65	#
431	9326	40	41	42	43	44	45	46	47	48	65	#
432	9326	41	42	43	44	45	46	47	48	49	65	#
433	9326	42	43	44	45	46	47	48	49	50	65	#
434	9326	43	44	45	46	47	48	49	50	51	65	#
435	9326	44	45	46	47	48	49	50	51	52	65	#
436	9326	45	46	47	48	49	50	51	52	53	65	#
437	3369	0	1	66	#
438	3369	1	2	66	#
439	3369	2	3	66	#
440	3369	3	4	66	#
441	3369	4	5	66	#
442	3369	5	6	66	#
443	919	6	7	66	#
444	919	7	8	66	#
445	919	8	9	66	#
446	919	9	10	66	#
447	919	10	11	66	#
448	919	11	12	66	#
449	919	12	13	66	#
450	919	13	14	66	#
451	919	14	15	66	#
452	919	15	16	66	#
453	919	16	17	66	#
454	919	17	18	66	#
455	919	18	19	66	#
456	919	19	20	66	#
457	919	20	21	66	#
458	919	21	22	66	#
459	449	22	23	66	#
460	449	23	24	66	#
461	449	24	25	66	#
462	449	25	26	66	#
463	449	26	27	66	#
464	449	27	28	66	#
465	449	28	29	66	#
466	449	29	30	66	#
467	449	30	31	66	#
468	449	31	32	66	#
469	449	32	33	66	#
470	449	33	34	66	#
471	449	34	35	66	#
472	449	35	36	66	#
473	449	36	37	66	#
474	449	37	38	66	#
475	449	38	39	66	#
476	449	39	40	66	#
477	449	40	41	66	#
478	449	41	42	66	#
479	449	42	43	66	#
480	449	43	44	66	#
481	449	44	45	66	#
482	396	45	46	66	#
483	396	46	47	66	#
484	396	47	48	66	#
485	396	48	49	66	#
486	396	49	50	66	#
487	396	50	51	66	#
488	3532	0	1	2	3	67	#
489	3532	1	2	3	4	67	#
490	3532	2	3	4	5	67	#
491	3532	3	4	5	6	67	#
492	3532	4	5	6	7	67	#
493	3532	5	6	7	8	67	#
494	3532	6	7	8	9	67	#
495	3532	7	8	9	10	67	#
496	3532	8	9	10	11	67	#
497	3532	9	10	11	12	67	#
498	3532	10	11	12	13	67	#
499	3532	11	12	13	14	67	#
500	3532	12	13	14	15	67	#
501	3532	13	14	15	16	67	#
502	3532	14	15	16	17	67	#
503	3532	15	16	17	18	67	#
504	3532	16	17	18	19	67	#
505	3532	17	18	19	20	67	#
506	3532	18	19	20	21	67	#
507	3532	19	20	21	22	67	#
508	3532	20	21	22	23	67	#
509	3532	21	22	23	24	67	#
510	3532	22	23	24	25	67	#
511	3532	23	24	25	26	67	#
512	3532	24	25	26	27	67	#
513	3532	25	26	27	28	67	#
514	3532	26	27	28	29	67	#
515	3532	27	28	29	30	67	#
516	3532	28	29	30	31	67	#
517	3532	29	30	31	32	67	#
518	3532	30	31	32	33	67	#
519	3532	31	32	33	34	67	#
520	3532	32	33	34	35	67	#
521	3532	33	34	35	36	67	#
522	3532	34	35	36	37	67	#
523	3532	35	36	37	38	67	#
524	3532	36	37	38	39	67	#
525	3532	37	38	39	40	67	#
526	3532	38	39	40	41	67	#
527	3532	39	40	41	42	67	#
528	3532	40	41	42	43	67	#
529	3532	41	42	43	44	67	#
530	3532	42	43	44	45	67	#
531	3532	43	44	45	46	67	#
532	3532	44	45	46	47	67	#
533	3532	45	46	47	48	67	#
534	3532	46	47	48	49	67	#
535	3532	47	48	49	50	67	#
536	3532	48	49	50	51	67	#
537	3532	49	50	51	52	67	#
538	3532	50	51	52	53	67	#
539	3466	51	52	53	54	67	#
540	1206	0	68	#
541	1206	1	68	#
542	1206	2	68	#
543	1206	3	68	#
544	1206	4	68	#
545	1206	5	68	#
546	1206	6	68	#
547	1206	7	68	#
548	1206	8	68	#
549	1206	9	68	#
550	1206	10	68	#
551	1206	11	68	#
552	1206	12	68	#
553	1206	13	68	#
554	1206	14	68	#
555	511	15	68	#
556	511	16	68	#
557	511	17	68	#
558	511	18	68	#
559	511	19	68	#
560	511	20	68	#
561	511	21	68	#
562	511	22	68	#
563	511	23	68	#
564	511	24	68	#
565	511	25	68	#
566	511	26	68	#
567	511	27	68	#
568	511	28	68	#
569	511	29	68	#
570	511	30	68	#
571	511	31	68	#
572	511	32	68	#
573	511	33	68	#
