96	2700	6	7	8	9	10	11	12	53	#
97	2700	7	8	9	10	11	12	13	53	#
98	2700	8	9	10	11	12	13	14	53	#
99	2700	9	10	11	12	13	14	15	53	#
100	2700	10	11	12	13	14	15	16	53	#
101	2700	11	12	13	14	15	16	17	53	#
102	2700	12	13	14	15	16	17	18	53	#
103	2700	13	14	15	16	17	18	19	53	#
104	2700	14	15	16	17	18	19	20	53	#
105	2700	15	16	17	18	19	20	21	53	#
106	2700	16	17	18	19	20	21	22	53	#
107	2700	17	18	19	20	21	22	23	53	#
108	2700	18	19	20	21	22	23	24	53	#
109	2700	19	20	21	22	23	24	25	53	#
110	2700	20	21	22	23	24	25	26	53	#
111	2700	21	22	23	24	25	26	27	53	#
112	2700	22	23	24	25	26	27	28	53	#
113	2700	23	24	25	26	27	28	29	53	#
114	2700	24	25	26	27	28	29	30	53	#
115	2700	25	26	27	28	29	30	31	53	#
116	2700	26	27	28	29	30	31	32	53	#
117	2700	27	28	29	30	31	32	33	53	#
118	2700	28	29	30	31	32	33	34	53	#
119	2700	29	30	31	32	33	34	35	53	#
120	2700	30	31	32	33	34	35	36	53	#
121	2700	31	32	33	34	35	36	37	53	#
122	2700	32	33	34	35	36	37	38	53	#
123	2700	33	34	35	36	37	38	39	53	#
124	2700	34	35	36	37	38	39	40	53	#
125	2700	35	36	37	38	39	40	41	53	#
126	2700	36	37	38	39	40	41	42	53	#
127	2700	37	38	39	40	41	42	43	53	#
128	2700	38	39	40	41	42	43	44	53	#
129	2700	39	40	41	42	43	44	45	53	#
130	7562	0	1	2	3	4	5	6	54	#
131	7562	1	2	3	4	5	6	7	54	#
132	7562	2	3	4	5	6	7	8	54	#
133	7562	3	4	5	6	7	8	9	54	#
134	7562	4	5	6	7	8	9	10	54	#
135	7562	5	6	7	8	9	10	11	54	#
136	7562	6	7	8	9	10	11	12	54	#
137	7562	7	8	9	10	11	12	13	54	#
138	7562	8	9	10	11	12	13	14	54	#
139	7562	9	10	11	12	13	14	15	54	#
140	7562	10	11	12	13	14	15	16	54	#
141	7562	11	12	13	14	15	16	17	54	#
142	7562	12	13	14	15	16	17	18	54	#
143	7562	13	14	15	16	17	18	19	54	#
144	7184	14	15	16	17	18	19	20	54	#
145	4105	15	16	17	18	19	20	21	54	#
146	4105	16	17	18	19	20	21	22	54	#
147	4105	17	18	19	20	21	22	23	54	#
148	4105	18	19	20	21	22	23	24	54	#
149	4105	19	20	21	22	23	24	25	54	#
150	4105	20	21	22	23	24	25	26	54	#
151	4105	21	22	23	24	25	26	27	54	#
152	4105	22	23	24	25	26	27	28	54	#
153	4105	23	24	25	26	27	28	29	54	#
154	4105	24	25	26	27	28	29	30	54	#
155	4105	25	26	27	28	29	30	31	54	#
156	4105	26	27	28	29	30	31	32	54	#
157	4105	27	28	29	30	31	32	33	54	#
158	4105	28	29	30	31	32	33	34	54	#
159	4105	29	30	31	32	33	34	35	54	#
160	3504	30	31	32	33	34	35	36	54	#
161	3504	31	32	33	34	35	36	37	54	#
162	3504	32	33	34	35	36	37	38	54	#
163	3504	33	34	35	36	37	38	39	54	#
164	3504	34	35	36	37	38	39	40	54	#
165	3504	35	36	37	38	39	40	41	54	#
166	3123	36	37	38	39	40	41	42	54	#
167	3123	37	38	39	40	41	42	43	54	#
168	3123	38	39	40	41	42	43	44	54	#
169	3123	39	40	41	42	43	44	45	54	#
170	3123	40	41	42	43	44	45	46	54	#
171	2932	41	42	43	44	45	46	47	54	#
172	2932	42	43	44	45	46	47	48	54	#
173	2932	43	44	45	46	47	48	49	54	#
174	6715	0	1	2	3	4	5	55	#
175	6715	1	2	3	4	5	6	55	#
176	6715	2	3	4	5	6	7	55	#
177	6715	3	4	5	6	7	8	55	#
178	6715	4	5	6	7	8	9	55	#
179	6715	5	6	7	8	9	10	55	#
180	6715	6	7	8	9	10	11	55	#
181	6715	7	8	9	10	11	12	55	#
182	6715	8	9	10	11	12	13	55	#
183	6715	9	10	11	12	13	14	55	#
184	6715	10	11	12	13	14	15	55	#
185	6715	11	12	13	14	15	16	55	#
186	6715	12	13	14	15	16	17	55	#
187	6715	13	14	15	16	17	18	55	#
188	6715	14	15	16	17	18	19	55	#
189	6715	15	16	17	18	19	20	55	#
190	6715	16	17	18	19	20	21	55	#
191	6715	17	18	19	20	21	22	55	#
192	6715	18	19	20	21	22	23	55	#
193	6715	19	20	21	22	23	24	55	#
194	6715	20	21	22	23	24	25	55	#
195	6715	21	22	23	24	25	26	55	#
196	6715	22	23	24	25	26	27	55	#
197	6715	23	24	25	26	27	28	55	#
198	6715	24	25	26	27	28	29	55	#
199	6715	25	26	27	28	29	30	55	#
200	6715	26	27	28	29	30	31	55	#
201	6715	27	28	29	30	31	32	55	#
202	6715	28	29	30	31	32	33	55	#
203	6715	29	30	31	32	33	34	55	#
204	6715	30	31	32	33	34	35	55	#
205	6715	31	32	33	34	35	36	55	#
206	6715	32	33	34	35	36	37	55	#
207	6715	33	34	35	36	37	38	55	#
208	6715	34	35	36	37	38	39	55	#
209	6715	35	36	37	38	39	40	55	#
210	6715	36	37	38	39	40	41	55	#
211	6715	37	38	39	40	41	42	55	#
212	5876	38	39	40	41	42	43	55	#
213	5876	39	40	41	42	43	44	55	#
214	5876	40	41	42	43	44	45	55	#
215	5876	41	42	43	44	45	46	55	#
216	5876	42	43	44	45	46	47	55	#
217	5876	43	44	45	46	47	48	55	#
218	5756	44	45	46	47	48	49	55	#
219	7115	0	1	2	3	4	5	6	56	#
220	7115	1	2	3	4	5	6	7	56	#
221	7115	2	3	4	5	6	7	8	56	#
222	7115	3	4	5	6	7	8	9	56	#
223	7115	4	5	6	7	8	9	10	56	#
224	7115	5	6	7	8	9	10	11	56	#
225	7115	6	7	8	9	10	11	12	56	#
226	7115	7	8	9	10	11	12	13	56	#
227	7115	8	9	10	11	12	13	14	56	#
228	7115	9	10	11	12	13	14	15	56	#
229	7115	10	11	12	13	14	15	16	56	#
230	7115	11	12	13	14	15	16	17	56	#
231	7115	12	13	14	15	16	17	18	56	#
232	7115	13	14	15	16	17	18	19	56	#
233	7115	14	15	16	17	18	19	20	56	#
234	7115	15	16	17	18	19	20	21	56	#
235	7115	16	17	18	19	20	21	22	56	#
236	7115	17	18	19	20	21	22	23	56	#
237	7115	18	19	20	21	22	23	24	56	#
238	7115	19	20	21	22	23	24	25	56	#
239	7115	20	21	22	23	24	25	26	56	#
240	7115	21	22	23	24	25	26	27	56	#
241	7115	22	23	24	25	26	27	28	56	#
242	7115	23	24	25	26	27	28	29	56	#
243	7115	24	25	26	27	28	29	30	56	#
244	7115	25	26	27	28	29	30	31	56	#
245	7115	26	27	28	29	30	31	32	56	#
246	7115	27	28	29	30	31	32	33	56	#
247	7115	28	29	30	31	32	33	34	56	#
248	7115	29	30	31	32	33	34	35	56	#
249	7115	30	31	32	33	34	35	36	56	#
250	7115	31	32	33	34	35	36	37	56	#
251	7115	32	33	34	35	36	37	38	56	#
252	1405	0	57	#
253	1405	1	57	#
254	1405	2	57	#
255	1405	3	57	#
256	1405	4	57	#
257	1405	5	57	#
258	1405	6	57	#
259	1405	7	57	#
260	1405	8	57	#
261	1405	9	57	#
262	1405	10	57	#
263	1405	11	57	#
264	1405	12	57	#
265	1405	13	57	#
266	1405	14	57	#
267	1405	15	57	#
268	1405	16	57	#
269	1405	17	57	#
270	1405	18	57	#
271	1405	19	57	#
272	1405	20	57	#
273	1405	21	57	#
274	1405	22	57	#
275	1405	23	57	#
276	1405	24	57	#
277	1405	25	57	#
278	1405	26	57	#
279	1405	27	57	#
280	1405	28	57	#
281	1405	29	57	#
282	1405	30	57	#
283	1405	31	57	#
284	1405	32	57	#
285	1405	33	57	#
286	1405	34	57	#
287	1405	35	57	#
288	1405	36	57	#
289	1405	37	57	#
290	1268	38	57	#
291	1268	39	57	#
292	1268	40	57	#
293	1268	41	57	#
294	9304	0	1	2	3	4	58	#
295	9304	1	2	3	4	5	58	#
296	9304	2	3	4	5	6	58	#
297	9304	3	4	5	6	7	58	#
298	9304	4	5	6	7	8	58	#
299	9304	5	6	7	8	9	58	#
300	9304	6	7	8	9	10	58	#
301	9304	7	8	9	10	11	58	#
302	9304	8	9	10	11	12	58	#
303	9304	9	10	11	12	13	58	#
304	9304	10	11	12	13	14	58	#
305	9304	11	12	13	14	15	58	#
306	9304	12	13	14	15	16	58	#
307	9304	13	14	15	16	17	58	#
308	9304	14	15	16	17	18	58	#
309	9304	15	16	17	18	19	58	#
310	9304	16	17	18	19	20	58	#
311	9304	17	18	19	20	21	58	#
312	9304	18	19	20	21	22	58	#
313	9304	19	20	21	22	23	58	#
314	9304	20	21	22	23	24	58	#
315	9304	21	22	23	24	25	58	#
316	9304	22	23	24	25	26	58	#
317	9304	23	24	25	26	27	58	#
318	9304	24	25	26	27	28	58	#
319	9304	25	26	27	28	29	58	#
320	9304	26	27	28	29	30	58	#
321	9304	27	28	29	30	31	58	#
322	9304	28	29	30	31	32	58	#
323	9304	29	30	31	32	33	58	#
324	9304	30	31	32	33	34	58	#
325	9304	31	32	33	34	35	58	#
326	9304	32	33	34	35	36	58	#
327	9304	33	34	35	36	37	58	#
328	9304	34	35	36	37	38	58	#
329	8623	35	36	37	38	39	58	#
330	8623	36	37	38	39	40	58	#
331	8623	37	38	39	40	41	58	#
332	7686	38	39	40	41	42	58	#
333	7686	39	40	41	42	43	58	#
334	7686	40	41	42	43	44	58	#
335	7686	41	42	43	44	45	58	#
336	7686	42	43	44	45	46	58	#
337	7522	43	44	45	46	47	58	#
338	7365	44	45	46	47	48	58	#
339	7215	45	46	47	48	49	58	#
340	1980	0	1	59	#
341	1980	1	2	59	#
342	1980	2	3	59	#
343	1980	3	4	59	#
344	1980	4	5	59	#
345	1980	5	6	59	#
346	1980	6	7	59	#
347	1980	7	8	59	#
348	1980	8	9	59	#
349	1980	9	10	59	#
350	1980	10	11	59	#
351	1980	11	12	59	#
352	1980	12	13	59	#
353	1980	13	14	59	#
354	1980	14	15	59	#
355	1980	15	16	59	#
356	1980	16	17	59	#
357	1980	17	18	59	#
358	1980	18	19	59	#
359	1980	19	20	59	#
360	1980	20	21	59	#
361	1980	21	22	59	#
362	1980	22	23	59	#
363	1980	23	24	59	#
364	1980	24	25	59	#
365	1980	25	26	59	#
366	1980	26	27	59	#
367	1980	27	28	59	#
368	1980	28	29	59	#
369	1980	29	30	59	#
370	1980	30	31	59	#
371	1980	31	32	59	#
372	1980	32	33	59	#
373	1980	33	34	59	#
374	1980	34	35	59	#
375	1650	35	36	59	#
376	1650	36	37	59	#
377	1650	37	38	59	#
378	1650	38	39	59	#
379	1650	39	40	59	#
380	1650	40	41	59	#
381	1650	41	42	59	#
382	2410	0	1	2	60	#
383	2410	1	2	3	60	#
384	2410	2	3	4	60	#
385	2410	3	4	5	60	#
386	2410	4	5	6	60	#
387	2410	5	6	7	60	#
388	2410	6	7	8	60	#
389	2410	7	8	9	60	#
390	2410	8	9	10	60	#
391	2410	9	10	11	60	#
392	2410	10	11	12	60	#
393	2410	11	12	13	60	#
394	2410	12	13	14	60	#
395	2410	13	14	15	60	#
396	2410	14	15	16	60	#
397	2410	15	16	17	60	#
398	2410	16	17	18	60	#
399	2410	17	18	19	60	#
400	2410	18	19	20	60	#
401	2410	19	20	21	60	#
402	2410	20	21	22	60	#
403	2410	21	22	23	60	#
404	2410	22	23	24	60	#
405	2410	23	24	25	60	#
406	1506	24	25	26	60	#
407	1506	25	26	27	60	#
408	1506	26	27	28	60	#
409	1506	27	28	29	60	#
410	1506	28	29	30	60	#
411	1506	29	30	31	60	#
412	1506	30	31	32	60	#
413	1506	31	32	33	60	#
414	1506	32	33	34	60	#
415	1506	33	34	35	60	#
416	1506	34	35	36	60	#
417	1506	35	36	37	60	#
418	1506	36	37	38	60	#
419	1506	37	38	39	60	#
420	1506	38	39	40	60	#
421	3892	0	1	2	61	#
422	3892	1	2	3	61	#
423	3892	2	3	4	61	#
424	1557	3	4	5	61	#
425	1557	4	5	6	61	#
426	1557	5	6	7	61	#
427	1557	6	7	8	61	#
428	1557	7	8	9	61	#
429	1557	8	9	10	61	#
430	973	9	10	11	61	#
431	973	10	11	12	61	#
432	973	11	12	13	61	#
433	973	12	13	14	61	#
434	973	13	14	15	61	#
435	973	14	15	16	61	#
436	741	15	16	17	61	#
437	741	16	17	18	61	#
438	741	17	18	19	61	#
439	741	18	19	20	61	#
440	741	19	20	21	61	#
441	318	20	21	22	61	#
442	318	21	22	23	61	#
443	318	22	23	24	61	#
444	318	23	24	25	61	#
445	318	24	25	26	61	#
446	318	25	26	27	61	#
447	318	26	27	28	61	#
448	318	27	28	29	61	#
449	318	28	29	30	61	#
450	318	29	30	31	61	#
451	318	30	31	32	61	#
452	318	31	32	33	61	#
453	318	32	33	34	61	#
454	318	33	34	35	61	#
455	318	34	35	36	61	#
456	318	35	36	37	61	#
457	318	36	37	38	61	#
458	318	37	38	39	61	#
459	318	38	39	40	61	#
460	318	39	40	41	61	#
461	318	40	41	42	61	#
462	318	41	42	43	61	#
463	318	42	43	44	61	#
464	318	43	44	45	61	#
465	318	44	45	46	61	#
466	318	45	46	47	61	#
467	318	46	47	48	61	#
468	318	47	48	49	61	#
469	1990	0	1	62	#
470	1990	1	2	62	#
471	1990	2	3	62	#
472	1990	3	4	62	#
473	1990	4	5	62	#
474	5528	0	1	2	3	4	63	#
475	5528	1	2	3	4	5	63	#
476	5528	2	3	4	5	6	63	#
477	5528	3	4	5	6	7	63	#
478	5528	4	5	6	7	8	63	#
479	5528	5	6	7	8	9	63	#
480	5528	6	7	8	9	10	63	#
481	5528	7	8	9	10	11	63	#
482	1689	8	9	10	11	12	63	#
483	1689	9	10	11	12	13	63	#
484	1689	10	11	12	13	14	63	#
485	1689	11	12	13	14	15	63	#
486	1689	12	13	14	15	16	63	#
487	1689	13	14	15	16	17	63	#
488	1689	14	15	16	17	18	63	#
489	1689	15	16	17	18	19	63	#
490	1689	16	17	18	19	20	63	#
491	1689	17	18	19	20	21	63	#
492	1689	18	19	20	21	22	63	#
493	1689	19	20	21	22	23	63	#
494	1689	20	21	22	23	24	63	#
495	1689	21	22	23	24	25	63	#
496	1689	22	23	24	25	26	63	#
497	1689	23	24	25	26	27	63	#
498	1689	24	25	26	27	28	63	#
499	1689	25	26	27	28	29	63	#
500	1689	26	27	28	29	30	63	#
501	1689	27	28	29	30	31	63	#
502	1689	28	29	30	31	32	63	#
503	1689	29	30	31	32	33	63	#
504	1689	30	31	32	33	34	63	#
505	1689	31	32	33	34	35	63	#
506	1689	32	33	34	35	36	63	#
507	5388	0	1	2	3	4	5	64	#
508	5388	1	2	3	4	5	6	64	#
509	5388	2	3	4	5	6	7	64	#
510	5388	3	4	5	6	7	8	64	#
511	5388	4	5	6	7	8	9	64	#
512	1212	5	6	7	8	9	10	64	#
513	1212	6	7	8	9	10	11	64	#
514	1212	7	8	9	10	11	12	64	#
515	1212	8	9	10	11	12	13	64	#
516	1212	9	10	11	12	13	14	64	#
517	1212	10	11	12	13	14	15	64	#
518	1212	11	12	13	14	15	16	64	#
519	1212	12	13	14	15	16	17	64	#
520	1212	13	14	15	16	17	18	64	#
521	1212	14	15	16	17	18	19	64	#
522	1212	15	16	17	18	19	20	64	#
523	1212	16	17	18	19	20	21	64	#
524	1212	17	18	19	20	21	22	64	#
525	1212	18	19	20	21	22	23	64	#
526	1212	19	20	21	22	23	24	64	#
527	1212	20	21	22	23	24	25	64	#
528	1212	21	22	23	24	25	26	64	#
529	1212	22	23	24	25	26	27	64	#
530	1212	23	24	25	26	27	28	64	#
531	1212	24	25	26	27	28	29	64	#
532	1212	25	26	27	28	29	30	64	#
533	1212	26	27	28	29	30	31	64	#
534	1212	27	28	29	30	31	32	64	#
535	1212	28	29	30	31	32	33	64	#
536	1212	29	30	31	32	33	34	64	#
537	1212	30	31	32	33	34	35	64	#
538	1212	31	32	33	34	35	36	64	#
539	1212	32	33	34	35	36	37	64	#
540	1212	33	34	35	36	37	38	64	#
541	1212	34	35	36	37	38	39	64	#
542	1212	35	36	37	38	39	40	64	#
543	1054	36	37	38	39	40	41	64	#
544	1054	37	38	39	40	41	42	64	#
545	1054	38	39	40	41	42	43	64	#
546	1054	39	40	41	42	43	44	64	#
547	1054	40	41	42	43	44	45	64	#
548	1054	41	42	43	44	45	46	64	#
549	1410	0	1	65	#
550	1410	1	2	65	#
551	1410	2	3	65	#
552	1410	3	4	65	#
553	1410	4	5	65	#
554	1410	5	6	65	#
555	1410	6	7	65	#
556	1410	7	8	65	#
557	1410	8	9	65	#
558	1410	9	10	65	#
559	1410	10	11	65	#
560	1410	11	12	65	#
561	1410	12	13	65	#
562	1410	13	14	65	#
563	1410	14	15	65	#
564	1410	15	16	65	#
565	1410	16	17	65	#
566	1410	17	18	65	#
567	1410	18	19	65	#
568	1410	19	20	65	#
569	1410	20	21	65	#
570	1410	21	22	65	#
571	1410	22	23	65	#
572	1410	23	24	65	#
573	1410	24	25	65	#
574	1410	25	26	65	#
575	1410	26	27	65	#
576	1410	27	28	65	#
577	1410	28	29	65	#
578	1410	29	30	65	#
579	1058	30	31	65	#
580	1058	31	32	65	#
581	1058	32	33	65	#
582	1058	33	34	65	#
583	1058	34	35	65	#
584	1058	35	36	65	#
585	1058	36	37	65	#
586	1058	37	38	65	#
587	1058	38	39	65	#
588	1058	39	40	65	#
589	984	40	41	65	#
590	984	41	42	65	#
591	984	42	43	65	#
592	900	43	44	65	#
593	900	44	45	65	#
594	900	45	46	65	#
595	900	46	47	65	#
596	863	47	48	65	#
597	863	48	49	65	#
598	16625	0	1	2	3	4	5	6	7	8	9	66	#
599	16625	1	2	3	4	5	6	7	8	9	10	66	#
600	16625	2	3	4	5	6	7	8	9	10	11	66	#
601	16625	3	4	5	6	7	8	9	10	11	12	66	#
602	16625	4	5	6	7	8	9	10	11	12	13	66	#
603	16625	5	6	7	8	9	10	11	12	13	14	66	#
604	16625	6	7	8	9	10	11	12	13	14	15	66	#
605	16625	7	8	9	10	11	12	13	14	15	16	66	#
606	16625	8	9	10	11	12	13	14	15	16	17	66	#
607	16625	9	10	11	12	13	14	15	16	17	18	66	#
608	16625	10	11	12	13	14	15	16	17	18	19	66	#
609	16625	11	12	13	14	15	16	17	18	19	20	66	#
610	16625	12	13	14	15	16	17	18	19	20	21	66	#
611	7935	13	14	15	16	17	18	19	20	21	22	66	#
612	7935	14	15	16	17	18	19	20	21	22	23	66	#
613	7935	15	16	17	18	19	20	21	22	23	24	66	#
614	7935	16	17	18	19	20	21	22	23	24	25	66	#
615	7935	17	18	19	20	21	22	23	24	25	26	66	#
616	7935	18	19	20	21	22	23	24	25	26	27	66	#
617	7935	19	20	21	22	23	24	25	26	27	28	66	#
618	7935	20	21	22	23	24	25	26	27	28	29	66	#
619	7935	21	22	23	24	25	26	27	28	29	30	66	#
620	7935	22	23	24	25	26	27	28	29	30	31	66	#
621	7935	23	24	25	26	27	28	29	30	31	32	66	#
622	7935	24	25	26	27	28	29	30	31	32	33	66	#
623	7935	25	26	27	28	29	30	31	32	33	34	66	#
624	7935	26	27	28	29	30	31	32	33	34	35	66	#
625	7935	27	28	29	30	31	32	33	34	35	36	66	#
626	7935	28	29	30	31	32	33	34	35	36	37	66	#
627	7935	29	30	31	32	33	34	35	36	37	38	66	#
628	7935	30	31	32	33	34	35	36	37	38	39	66	#
629	7935	31	32	33	34	35	36	37	38	39	40	66	#
630	7935	32	33	34	35	36	37	38	39	40	41	66	#
631	7935	33	34	35	36	37	38	39	40	41	42	66	#
632	7935	34	35	36	37	38	39	40	41	42	43	66	#
633	7935	35	36	37	38	39	40	41	42	43	44	66	#
634	13290	0	1	2	3	4	5	6	67	#
635	13290	1	2	3	4	5	6	7	67	#
636	13290	2	3	4	5	6	7	8	67	#
637	13290	3	4	5	6	7	8	9	67	#
638	13290	4	5	6	7	8	9	10	67	#
639	13290	5	6	7	8	9	10	11	67	#
640	13290	6	7	8	9	10	11	12	67	#
641	13290	7	8	9	10	11	12	13	67	#
642	13290	8	9	10	11	12	13	14	67	#
643	13290	9	10	11	12	13	14	15	67	#
644	13290	10	11	12	13	14	15	16	67	#
645	13290	11	12	13	14	15	16	17	67	#
646	13290	12	13	14	15	16	17	18	67	#
647	13290	13	14	15	16	17	18	19	67	#
648	13290	14	15	16	17	18	19	20	67	#
649	13290	15	16	17	18	19	20	21	67	#
650	13290	16	17	18	19	20	21	22	67	#
651	13290	17	18	19	20	21	22	23	67	#
652	13290	18	19	20	21	22	23	24	67	#
653	13290	19	20	21	22	23	24	25	67	#
654	13290	20	21	22	23	24	25	26	67	#
655	13290	21	22	23	24	25	26	27	67	#
656	13290	22	23	24	25	26	27	28	67	#
657	13290	23	24	25	26	27	28	29	67	#
658	13290	24	25	26	27	28	29	30	67	#
659	13290	25	26	27	28	29	30	31	67	#
660	10300	26	27	28	29	30	31	32	67	#
661	10300	27	28	29	30	31	32	33	67	#
662	10300	28	29	30	31	32	33	34	67	#
663	10300	29	30	31	32	33	34	35	67	#
664	10300	30	31	32	33	34	35	36	67	#
665	10300	31	32	33	34	35	36	37	67	#
666	10300	32	33	34	35	36	37	38	67	#
667	10300	33	34	35	36	37	38	39	67	#
668	10300	34	35	36	37	38	39	40	67	#
669	8766	35	36	37	38	39	40	41	67	#
670	8766	36	37	38	39	40	41	42	67	#
671	8766	37	38	39	40	41	42	43	67	#
672	8766	38	39	40	41	42	43	44	67	#
673	8766	39	40	41	42	43	44	45	67	#
674	8766	40	41	42	43	44	45	46	67	#
675	8766	41	42	43	44	45	46	47	67	#
676	2096	0	1	68	#
677	2096	1	2	68	#
678	2096	2	3	68	#
679	2096	3	4	68	#
680	2096	4	5	68	#
681	2096	5	6	68	#
682	2096	6	7	68	#
683	2096	7	8	68	#
684	2096	8	9	68	#
685	2096	9	10	68	#
686	2096	10	11	68	#
687	2096	11	12	68	#
688	2096	12	13	68	#
689	2096	13	14	68	#
690	2096	14	15	68	#
691	2096	15	16	68	#
692	2096	16	17	68	#
693	2096	17	18	68	#
694	2096	18	19	68	#
695	2096	19	20	68	#
696	2096	20	21	68	#
697	2096	21	22	68	#
698	2096	22	23	68	#
699	2096	23	24	68	#
700	2096	24	25	68	#
701	2096	25	26	68	#
702	1160	26	27	68	#
703	1160	27	28	68	#
704	1160	28	29	68	#
705	1160	29	30	68	#
706	1160	30	31	68	#
707	1160	31	32	68	#
708	1160	32	33	68	#
709	1160	33	34	68	#
710	1160	34	35	68	#
711	1160	35	36	68	#
712	1160	36	37	68	#
713	1160	37	38	68	#
714	1160	38	39	68	#
715	1160	39	40	68	#
716	1160	40	41	68	#
717	1160	41	42	68	#
718	1160	42	43	68	#
719	1160	43	44	68	#
720	1160	44	45	68	#
721	1160	45	46	68	#
722	1160	46	47	68	#
723	8511	0	1	2	3	4	5	6	69	#
724	8511	1	2	3	4	5	6	7	69	#
725	8511	2	3	4	5	6	7	8	69	#
726	8511	3	4	5	6	7	8	9	69	#
727	8511	4	5	6	7	8	9	10	69	#
728	8511	5	6	7	8	9	10	11	69	#
729	8511	6	7	8	9	10	11	12	69	#
730	8511	7	8	9	10	11	12	13	69	#
731	8511	8	9	10	11	12	13	14	69	#
