125	5150	23	24	25	26	27	28	29	30	31	43	#
126	5150	24	25	26	27	28	29	30	31	32	43	#
127	5150	25	26	27	28	29	30	31	32	33	43	#
128	5150	26	27	28	29	30	31	32	33	34	43	#
129	5150	27	28	29	30	31	32	33	34	35	43	#
130	5150	28	29	30	31	32	33	34	35	36	43	#
131	5150	29	30	31	32	33	34	35	36	37	43	#
132	3139	0	1	44	#
133	3139	1	2	44	#
134	3139	2	3	44	#
135	3139	3	4	44	#
136	3139	4	5	44	#
137	3139	5	6	44	#
138	3139	6	7	44	#
139	3139	7	8	44	#
140	3139	8	9	44	#
141	3139	9	10	44	#
142	3139	10	11	44	#
143	3139	11	12	44	#
144	3139	12	13	44	#
145	3139	13	14	44	#
146	3139	14	15	44	#
147	3139	15	16	44	#
148	3139	16	17	44	#
149	3139	17	18	44	#
150	3139	18	19	44	#
151	3139	19	20	44	#
152	3139	20	21	44	#
153	2126	21	22	44	#
154	2126	22	23	44	#
155	2126	23	24	44	#
156	2126	24	25	44	#
157	2126	25	26	44	#
158	2126	26	27	44	#
159	2126	27	28	44	#
160	2126	28	29	44	#
161	2126	29	30	44	#
162	2126	30	31	44	#
163	1883	31	32	44	#
164	1883	32	33	44	#
165	1883	33	34	44	#
166	1883	34	35	44	#
167	1831	35	36	44	#
168	1735	36	37	44	#
169	1735	37	38	44	#
170	1690	38	39	44	#
171	6759	0	1	2	3	45	#
172	6759	1	2	3	4	45	#
173	6759	2	3	4	5	45	#
174	6759	3	4	5	6	45	#
175	6759	4	5	6	7	45	#
176	6759	5	6	7	8	45	#
177	6759	6	7	8	9	45	#
178	6759	7	8	9	10	45	#
179	6759	8	9	10	11	45	#
180	6759	9	10	11	12	45	#
181	6759	10	11	12	13	45	#
182	6759	11	12	13	14	45	#
183	6759	12	13	14	15	45	#
184	6759	13	14	15	16	45	#
185	6759	14	15	16	17	45	#
186	6759	15	16	17	18	45	#
187	6759	16	17	18	19	45	#
188	6759	17	18	19	20	45	#
189	6759	18	19	20	21	45	#
190	6759	19	20	21	22	45	#
191	6759	20	21	22	23	45	#
192	6759	21	22	23	24	45	#
193	6759	22	23	24	25	45	#
194	5280	23	24	25	26	45	#
195	5280	24	25	26	27	45	#
196	5280	25	26	27	28	45	#
197	5280	26	27	28	29	45	#
198	5280	27	28	29	30	45	#
199	5280	28	29	30	31	45	#
200	5280	29	30	31	32	45	#
201	4567	30	31	32	33	45	#
202	4567	31	32	33	34	45	#
203	4567	32	33	34	35	45	#
204	4567	33	34	35	36	45	#
205	4567	34	35	36	37	45	#
206	4332	35	36	37	38	45	#
207	4332	36	37	38	39	45	#
208	834	0	46	#
209	834	1	46	#
210	834	2	46	#
211	834	3	46	#
212	834	4	46	#
213	834	5	46	#
214	834	6	46	#
215	834	7	46	#
216	834	8	46	#
217	834	9	46	#
218	834	10	46	#
219	834	11	46	#
220	834	12	46	#
221	834	13	46	#
222	493	14	46	#
223	493	15	46	#
224	493	16	46	#
225	493	17	46	#
226	493	18	46	#
227	493	19	46	#
228	493	20	46	#
229	493	21	46	#
230	493	22	46	#
231	310	23	46	#
232	310	24	46	#
233	310	25	46	#
234	310	26	46	#
235	310	27	46	#
236	310	28	46	#
237	310	29	46	#
238	310	30	46	#
239	310	31	46	#
240	310	32	46	#
241	310	33	46	#
242	310	34	46	#
243	310	35	46	#
244	2550	0	1	47	#
245	2550	1	2	47	#
246	2550	2	3	47	#
247	2550	3	4	47	#
248	2550	4	5	47	#
249	2550	5	6	47	#
250	2550	6	7	47	#
251	2550	7	8	47	#
252	2550	8	9	47	#
253	2550	9	10	47	#
254	2550	10	11	47	#
255	2550	11	12	47	#
256	1224	12	13	47	#
257	1224	13	14	47	#
258	1224	14	15	47	#
259	1224	15	16	47	#
260	1224	16	17	47	#
261	1224	17	18	47	#
262	1224	18	19	47	#
263	1224	19	20	47	#
264	1224	20	21	47	#
265	1224	21	22	47	#
266	1224	22	23	47	#
267	1224	23	24	47	#
268	1224	24	25	47	#
269	785	25	26	47	#
270	785	26	27	47	#
271	785	27	28	47	#
272	785	28	29	47	#
273	785	29	30	47	#
274	785	30	31	47	#
275	785	31	32	47	#
276	785	32	33	47	#
277	785	33	34	47	#
278	785	34	35	47	#
279	785	35	36	47	#
280	785	36	37	47	#
281	785	37	38	47	#
282	785	38	39	47	#
283	20281	0	1	2	3	4	5	6	7	8	9	48	#
284	20281	1	2	3	4	5	6	7	8	9	10	48	#
285	20281	2	3	4	5	6	7	8	9	10	11	48	#
286	20281	3	4	5	6	7	8	9	10	11	12	48	#
287	20281	4	5	6	7	8	9	10	11	12	13	48	#
288	20281	5	6	7	8	9	10	11	12	13	14	48	#
289	20281	6	7	8	9	10	11	12	13	14	15	48	#
290	20281	7	8	9	10	11	12	13	14	15	16	48	#
291	3897	0	1	2	3	4	49	#
292	3897	1	2	3	4	5	49	#
293	3897	2	3	4	5	6	49	#
294	3897	3	4	5	6	7	49	#
295	3897	4	5	6	7	8	49	#
296	3897	5	6	7	8	9	49	#
297	3897	6	7	8	9	10	49	#
298	3897	7	8	9	10	11	49	#
299	3897	8	9	10	11	12	49	#
300	3897	9	10	11	12	13	49	#
301	3897	10	11	12	13	14	49	#
302	3897	11	12	13	14	15	49	#
303	3897	12	13	14	15	16	49	#
304	3897	13	14	15	16	17	49	#
305	3897	14	15	16	17	18	49	#
306	3897	15	16	17	18	19	49	#
307	3897	16	17	18	19	20	49	#
308	3897	17	18	19	20	21	49	#
309	3897	18	19	20	21	22	49	#
310	3897	19	20	21	22	23	49	#
311	3897	20	21	22	23	24	49	#
312	3897	21	22	23	24	25	49	#
313	3897	22	23	24	25	26	49	#
314	3897	23	24	25	26	27	49	#
315	3897	24	25	26	27	28	49	#
316	3897	25	26	27	28	29	49	#
317	3897	26	27	28	29	30	49	#
318	4057	0	1	2	50	#
319	4057	1	2	3	50	#
320	4057	2	3	4	50	#
321	4057	3	4	5	50	#
322	4057	4	5	6	50	#
323	4057	5	6	7	50	#
324	4057	6	7	8	50	#
325	4057	7	8	9	50	#
326	4057	8	9	10	50	#
327	4057	9	10	11	50	#
328	4057	10	11	12	50	#
329	4057	11	12	13	50	#
330	4057	12	13	14	50	#
331	4057	13	14	15	50	#
332	4057	14	15	16	50	#
333	4057	15	16	17	50	#
334	4057	16	17	18	50	#
335	4057	17	18	19	50	#
336	4057	18	19	20	50	#
337	4057	19	20	21	50	#
338	4057	20	21	22	50	#
339	4057	21	22	23	50	#
340	4057	22	23	24	50	#
341	4057	23	24	25	50	#
342	2983	24	25	26	50	#
343	2983	25	26	27	50	#
344	2983	26	27	28	50	#
345	2983	27	28	29	50	#
346	2983	28	29	30	50	#
347	2983	29	30	31	50	#
348	2983	30	31	32	50	#
349	2983	31	32	33	50	#
350	2983	32	33	34	50	#
351	2898	33	34	35	50	#
352	2817	34	35	36	50	#
353	2669	35	36	37	50	#
354	2669	36	37	38	50	#
355	5513	0	1	2	3	4	5	51	#
356	5513	1	2	3	4	5	6	51	#
357	5513	2	3	4	5	6	7	51	#
358	5513	3	4	5	6	7	8	51	#
359	5513	4	5	6	7	8	9	51	#
360	5513	5	6	7	8	9	10	51	#
361	5513	6	7	8	9	10	11	51	#
362	5513	7	8	9	10	11	12	51	#
363	5513	8	9	10	11	12	13	51	#
364	5513	9	10	11	12	13	14	51	#
365	5513	10	11	12	13	14	15	51	#
366	5513	11	12	13	14	15	16	51	#
367	5513	12	13	14	15	16	17	51	#
368	5513	13	14	15	16	17	18	51	#
369	5513	14	15	16	17	18	19	51	#
370	5513	15	16	17	18	19	20	51	#
371	5513	16	17	18	19	20	21	51	#
372	5513	17	18	19	20	21	22	51	#
373	5513	18	19	20	21	22	23	51	#
374	5513	19	20	21	22	23	24	51	#
375	5513	20	21	22	23	24	25	51	#
376	5513	21	22	23	24	25	26	51	#
377	5513	22	23	24	25	26	27	51	#
378	5513	23	24	25	26	27	28	51	#
379	5513	24	25	26	27	28	29	51	#
380	5513	25	26	27	28	29	30	51	#
381	5513	26	27	28	29	30	31	51	#
382	5513	27	28	29	30	31	32	51	#
383	5513	28	29	30	31	32	33	51	#
384	4664	29	30	31	32	33	34	51	#
385	4664	30	31	32	33	34	35	51	#
386	4664	31	32	33	34	35	36	51	#
387	4664	32	33	34	35	36	37	51	#
388	4664	33	34	35	36	37	38	51	#
389	4664	34	35	36	37	38	39	51	#
390	2355	0	1	2	52	#
391	2355	1	2	3	52	#
392	2355	2	3	4	52	#
393	2355	3	4	5	52	#
394	2355	4	5	6	52	#
395	2355	5	6	7	52	#
396	2355	6	7	8	52	#
397	2355	7	8	9	52	#
398	2355	8	9	10	52	#
399	2355	9	10	11	52	#
400	2355	10	11	12	52	#
401	2355	11	12	13	52	#
402	2355	12	13	14	52	#
403	2355	13	14	15	52	#
404	2355	14	15	16	52	#
405	2355	15	16	17	52	#
406	2355	16	17	18	52	#
407	2355	17	18	19	52	#
408	2355	18	19	20	52	#
409	1472	19	20	21	52	#
410	1472	20	21	22	52	#
411	1472	21	22	23	52	#
412	1472	22	23	24	52	#
413	1472	23	24	25	52	#
414	1472	24	25	26	52	#
415	1472	25	26	27	52	#
416	1472	26	27	28	52	#
417	1472	27	28	29	52	#
418	1472	28	29	30	52	#
419	1472	29	30	31	52	#
420	1472	30	31	32	52	#
421	1427	31	32	33	52	#
422	1240	32	33	34	52	#
423	1240	33	34	35	52	#
424	1240	34	35	36	52	#
425	1240	35	36	37	52	#
426	1240	36	37	38	52	#
